topology: 3 3
out: 0 0 1
in: 52 223 42
out: 0 1 0
in: 231 88 252
out: 0 0 1
in: 137 195 101
out: 0 1 0
in: 115 171 90
out: 0 1 0
in: 88 39 152
out: 0 0 1
in: 68 25 73
out: 0 0 1
in: 47 92 136
out: 0 0 1
in: 110 98 215
out: 0 0 1
in: 254 89 104
out: 1 0 0
in: 91 197 149
out: 0 1 0
in: 156 205 150
out: 0 1 0
in: 115 172 142
out: 0 1 0
in: 121 170 118
out: 0 1 0
in: 98 232 166
out: 0 1 0
in: 34 23 119
out: 0 0 1
in: 35 171 91
out: 0 1 0
in: 215 215 48
out: 0 1 0
in: 108 80 79
out: 1 0 0
in: 92 19 24
out: 1 0 0
in: 83 230 38
out: 0 1 0
in: 86 93 138
out: 0 0 1
in: 1 109 179
out: 0 0 1
in: 161 189 69
out: 0 1 0
in: 7 158 251
out: 0 0 1
in: 112 91 47
out: 0 1 0
in: 95 111 189
out: 0 0 1
in: 34 184 235
out: 0 0 1
in: 233 34 157
out: 1 0 0
in: 76 106 233
out: 0 0 1
in: 217 153 22
out: 0 1 0
in: 235 22 250
out: 0 0 1
in: 15 242 126
out: 0 1 0
in: 134 117 97
out: 0 1 0
in: 135 173 119
out: 0 1 0
in: 48 147 246
out: 0 0 1
in: 21 161 142
out: 0 1 0
in: 101 86 220
out: 0 0 1
in: 64 238 57
out: 0 1 0
in: 59 93 95
out: 0 0 1
in: 107 213 98
out: 0 1 0
in: 63 238 53
out: 0 1 0
in: 164 41 138
out: 1 0 0
in: 248 196 78
out: 0 1 0
in: 55 191 60
out: 0 1 0
in: 225 34 98
out: 1 0 0
in: 154 176 208
out: 0 0 1
in: 87 5 238
out: 0 0 1
in: 158 110 106
out: 1 0 0
in: 166 18 78
out: 1 0 0
in: 11 179 114
out: 0 1 0
in: 23 21 28
out: 0 0 1
in: 4 55 230
out: 0 0 1
in: 163 111 234
out: 0 0 1
in: 51 216 38
out: 0 1 0
in: 210 176 22
out: 0 1 0
in: 193 134 80
out: 0 1 0
in: 202 56 186
out: 0 0 1
in: 183 51 20
out: 1 0 0
in: 13 181 213
out: 0 0 1
in: 18 2 80
out: 0 0 1
in: 80 70 137
out: 0 0 1
in: 9 97 236
out: 0 0 1
in: 143 225 169
out: 0 1 0
in: 27 71 85
out: 0 0 1
in: 10 23 47
out: 0 0 1
in: 18 98 244
out: 0 0 1
in: 150 43 118
out: 1 0 0
in: 34 240 6
out: 0 1 0
in: 248 201 251
out: 0 0 1
in: 223 81 110
out: 1 0 0
in: 235 147 178
out: 1 0 0
in: 97 61 37
out: 1 0 0
in: 161 245 126
out: 0 1 0
in: 74 145 227
out: 0 0 1
in: 31 246 123
out: 0 1 0
in: 121 90 68
out: 0 1 0
in: 49 140 153
out: 0 0 1
in: 135 251 184
out: 0 1 0
in: 47 21 107
out: 0 0 1
in: 81 42 15
out: 1 0 0
in: 197 6 5
out: 1 0 0
in: 235 218 144
out: 0 1 0
in: 49 98 145
out: 0 0 1
in: 181 133 26
out: 0 1 0
in: 71 183 58
out: 0 1 0
in: 231 180 213
out: 0 0 1
in: 84 29 248
out: 0 0 1
in: 74 121 221
out: 0 0 1
in: 49 234 83
out: 0 1 0
in: 254 112 189
out: 1 0 0
in: 247 148 135
out: 1 0 0
in: 179 226 171
out: 0 1 0
in: 144 191 143
out: 0 1 0
in: 140 142 85
out: 0 1 0
in: 115 108 170
out: 0 0 1
in: 136 129 215
out: 0 0 1
in: 206 140 180
out: 0 0 1
in: 97 247 37
out: 0 1 0
in: 178 162 35
out: 0 1 0
in: 241 166 191
out: 1 0 0
in: 200 135 39
out: 0 1 0
in: 108 227 230
out: 0 0 1
in: 145 253 239
out: 0 1 0
in: 181 74 186
out: 0 0 1
in: 150 53 116
out: 1 0 0
in: 149 46 153
out: 0 0 1
in: 132 232 165
out: 0 1 0
in: 178 77 14
out: 1 0 0
in: 179 139 6
out: 0 1 0
in: 207 13 35
out: 1 0 0
in: 109 95 99
out: 0 0 1
in: 208 241 210
out: 0 1 0
in: 133 231 249
out: 0 0 1
in: 222 101 15
out: 1 0 0
in: 114 155 203
out: 0 0 1
in: 231 75 158
out: 1 0 0
in: 223 155 121
out: 1 0 0
in: 212 144 58
out: 0 1 0
in: 53 119 89
out: 0 1 0
in: 223 132 91
out: 1 0 0
in: 134 140 221
out: 0 0 1
in: 235 202 223
out: 0 0 1
in: 10 80 117
out: 0 0 1
in: 169 147 45
out: 0 1 0
in: 25 51 137
out: 0 0 1
in: 125 152 75
out: 0 1 0
in: 72 32 9
out: 1 0 0
in: 227 9 46
out: 1 0 0
in: 83 161 212
out: 0 0 1
in: 64 248 160
out: 0 1 0
in: 197 224 225
out: 0 0 1
in: 137 63 132
out: 0 0 1
in: 89 3 220
out: 0 0 1
in: 201 82 253
out: 0 0 1
in: 40 208 216
out: 0 0 1
in: 24 152 117
out: 0 1 0
in: 2 39 172
out: 0 0 1
in: 67 142 216
out: 0 0 1
in: 154 99 166
out: 0 0 1
in: 113 146 226
out: 0 0 1
in: 91 207 77
out: 0 1 0
in: 142 43 101
out: 1 0 0
in: 79 242 10
out: 0 1 0
in: 241 216 218
out: 0 0 1
in: 248 91 172
out: 1 0 0
in: 159 65 111
out: 1 0 0
in: 26 132 40
out: 0 1 0
in: 129 96 0
out: 0 1 0
in: 27 43 47
out: 0 0 1
in: 31 245 157
out: 0 1 0
in: 206 164 191
out: 0 0 1
in: 111 175 228
out: 0 0 1
in: 104 19 49
out: 1 0 0
in: 39 91 110
out: 0 0 1
in: 239 174 175
out: 1 0 0
in: 36 86 148
out: 0 0 1
in: 87 247 130
out: 0 1 0
in: 78 245 182
out: 0 1 0
in: 210 197 92
out: 0 1 0
in: 2 173 158
out: 0 1 0
in: 167 248 153
out: 0 1 0
in: 34 178 236
out: 0 0 1
in: 48 191 136
out: 0 1 0
in: 162 241 219
out: 0 1 0
in: 175 38 136
out: 1 0 0
in: 57 186 114
out: 0 1 0
in: 152 171 169
out: 0 1 0
in: 91 239 163
out: 0 1 0
in: 229 206 205
out: 0 0 1
in: 24 140 233
out: 0 0 1
in: 112 108 19
out: 0 1 0
in: 123 243 194
out: 0 1 0
in: 222 111 57
out: 1 0 0
in: 168 14 178
out: 0 0 1
in: 63 3 45
out: 1 0 0
in: 206 197 118
out: 0 1 0
in: 179 222 161
out: 0 1 0
in: 229 37 199
out: 1 0 0
in: 154 111 54
out: 0 1 0
in: 99 70 227
out: 0 0 1
in: 55 191 142
out: 0 1 0
in: 151 102 219
out: 0 0 1
in: 124 64 218
out: 0 0 1
in: 138 6 141
out: 0 0 1
in: 72 192 32
out: 0 1 0
in: 105 110 179
out: 0 0 1
in: 200 9 80
out: 1 0 0
in: 186 54 142
out: 1 0 0
in: 192 95 15
out: 1 0 0
in: 214 159 32
out: 0 1 0
in: 25 218 15
out: 0 1 0
in: 162 67 9
out: 1 0 0
in: 206 253 170
out: 0 1 0
in: 49 57 56
out: 0 1 0
in: 26 185 116
out: 0 1 0
in: 31 123 244
out: 0 0 1
in: 68 173 117
out: 0 1 0
in: 39 200 17
out: 0 1 0
in: 182 50 183
out: 0 0 1
in: 155 41 178
out: 0 0 1
in: 121 214 222
out: 0 0 1
in: 13 241 57
out: 0 1 0
in: 57 171 55
out: 0 1 0
in: 132 15 163
out: 0 0 1
in: 149 41 91
out: 1 0 0
in: 223 169 38
out: 0 1 0
in: 69 119 108
out: 0 1 0
in: 149 83 134
out: 0 0 1
in: 16 98 54
out: 0 1 0
in: 82 114 216
out: 0 0 1
in: 250 150 9
out: 0 1 0
in: 155 162 66
out: 0 1 0
in: 226 153 20
out: 0 1 0
in: 87 200 65
out: 0 1 0
in: 91 146 52
out: 0 1 0
in: 66 39 88
out: 0 0 1
in: 109 150 241
out: 0 0 1
in: 97 0 214
out: 0 0 1
in: 206 163 175
out: 0 0 1
in: 85 248 76
out: 0 1 0
in: 48 75 148
out: 0 0 1
in: 35 6 189
out: 0 0 1
in: 198 108 218
out: 0 0 1
in: 166 99 84
out: 1 0 0
in: 70 128 179
out: 0 0 1
in: 243 140 45
out: 1 0 0
in: 112 66 106
out: 0 0 1
in: 138 84 50
out: 1 0 0
in: 233 213 99
out: 0 1 0
in: 108 168 225
out: 0 0 1
in: 102 223 84
out: 0 1 0
in: 173 238 48
out: 0 1 0
in: 174 119 63
out: 0 1 0
in: 35 50 204
out: 0 0 1
in: 39 163 208
out: 0 0 1
in: 61 40 195
out: 0 0 1
in: 225 22 139
out: 1 0 0
in: 144 41 165
out: 0 0 1
in: 151 100 197
out: 0 0 1
in: 208 62 116
out: 1 0 0
in: 121 226 194
out: 0 1 0
in: 9 1 100
out: 0 0 1
in: 165 201 24
out: 0 1 0
in: 130 146 230
out: 0 0 1
in: 1 109 29
out: 0 1 0
in: 41 180 77
out: 0 1 0
in: 204 58 106
out: 1 0 0
in: 252 206 208
out: 0 0 1
in: 53 234 159
out: 0 1 0
in: 160 25 119
out: 1 0 0
in: 70 55 92
out: 0 0 1
in: 93 247 231
out: 0 1 0
in: 192 183 219
out: 0 0 1
in: 79 227 58
out: 0 1 0
in: 248 98 59
out: 1 0 0
in: 203 233 124
out: 0 1 0
in: 162 142 125
out: 0 1 0
in: 193 109 19
out: 1 0 0
in: 82 220 46
out: 0 1 0
in: 85 160 210
out: 0 0 1
in: 22 95 146
out: 0 0 1
in: 26 108 119
out: 0 0 1
in: 212 78 246
out: 0 0 1
in: 202 177 6
out: 0 1 0
in: 95 226 70
out: 0 1 0
in: 66 82 180
out: 0 0 1
in: 157 38 56
out: 1 0 0
in: 69 42 233
out: 0 0 1
in: 133 140 63
out: 0 1 0
in: 233 166 177
out: 1 0 0
in: 101 44 170
out: 0 0 1
in: 183 94 134
out: 1 0 0
in: 251 118 9
out: 1 0 0
in: 181 6 103
out: 1 0 0
in: 224 105 227
out: 0 0 1
in: 156 112 230
out: 0 0 1
in: 18 40 132
out: 0 0 1
in: 71 213 115
out: 0 1 0
in: 0 228 227
out: 0 0 1
in: 144 20 20
out: 1 0 0
in: 175 240 105
out: 0 1 0
in: 30 44 173
out: 0 0 1
in: 198 138 118
out: 1 0 0
in: 101 78 113
out: 0 0 1
in: 166 220 18
out: 0 1 0
in: 242 148 174
out: 1 0 0
in: 135 149 198
out: 0 0 1
in: 73 60 139
out: 0 0 1
in: 228 226 88
out: 0 1 0
in: 175 155 235
out: 0 0 1
in: 124 43 141
out: 0 0 1
in: 13 223 234
out: 0 0 1
in: 82 242 252
out: 0 0 1
in: 28 143 42
out: 0 1 0
in: 114 223 188
out: 0 1 0
in: 142 186 60
out: 0 1 0
in: 204 8 149
out: 1 0 0
in: 252 74 247
out: 0 0 1
in: 22 202 53
out: 0 1 0
in: 128 112 167
out: 0 0 1
in: 9 59 242
out: 0 0 1
in: 165 130 7
out: 0 1 0
in: 245 215 247
out: 0 0 1
in: 239 215 244
out: 0 0 1
in: 131 135 143
out: 0 0 1
in: 232 247 239
out: 0 1 0
in: 29 134 226
out: 0 0 1
in: 16 55 58
out: 0 0 1
in: 59 129 98
out: 0 1 0
in: 174 74 232
out: 0 0 1
in: 160 61 127
out: 1 0 0
in: 155 191 64
out: 0 1 0
in: 66 62 19
out: 0 1 0
in: 146 21 105
out: 1 0 0
in: 237 20 198
out: 1 0 0
in: 27 164 55
out: 0 1 0
in: 95 87 136
out: 0 0 1
in: 10 122 75
out: 0 1 0
in: 93 166 124
out: 0 1 0
in: 2 11 54
out: 0 0 1
in: 138 218 29
out: 0 1 0
in: 231 28 174
out: 1 0 0
in: 116 251 117
out: 0 1 0
in: 152 100 67
out: 1 0 0
in: 236 36 241
out: 0 0 1
in: 67 78 28
out: 0 1 0
in: 198 207 221
out: 0 0 1
in: 59 10 155
out: 0 0 1
in: 197 175 79
out: 0 1 0
in: 38 205 45
out: 0 1 0
in: 12 2 158
out: 0 0 1
in: 124 188 55
out: 0 1 0
in: 142 213 64
out: 0 1 0
in: 166 102 231
out: 0 0 1
in: 183 89 14
out: 1 0 0
in: 18 160 121
out: 0 1 0
in: 42 101 197
out: 0 0 1
in: 81 124 130
out: 0 0 1
in: 11 18 47
out: 0 0 1
in: 60 42 196
out: 0 0 1
in: 221 139 62
out: 1 0 0
in: 61 125 141
out: 0 0 1
in: 60 218 76
out: 0 1 0
in: 20 103 251
out: 0 0 1
in: 238 208 76
out: 0 1 0
in: 193 123 87
out: 1 0 0
in: 39 51 140
out: 0 0 1
in: 205 212 104
out: 0 1 0
in: 128 84 108
out: 0 0 1
in: 27 4 231
out: 0 0 1
in: 13 98 225
out: 0 0 1
in: 8 49 208
out: 0 0 1
in: 43 68 149
out: 0 0 1
in: 217 167 136
out: 0 1 0
in: 143 201 5
out: 0 1 0
in: 197 139 134
out: 1 0 0
in: 185 81 129
out: 1 0 0
in: 200 235 240
out: 0 0 1
in: 11 9 116
out: 0 0 1
in: 164 29 133
out: 1 0 0
in: 141 206 142
out: 0 1 0
in: 228 175 168
out: 1 0 0
in: 148 74 171
out: 0 0 1
in: 7 80 155
out: 0 0 1
in: 143 33 26
out: 1 0 0
in: 105 174 123
out: 0 1 0
in: 195 141 87
out: 0 1 0
in: 157 4 15
out: 1 0 0
in: 90 239 107
out: 0 1 0
in: 214 20 9
out: 1 0 0
in: 141 156 101
out: 0 1 0
in: 242 148 63
out: 1 0 0
in: 225 178 104
out: 0 1 0
in: 31 68 92
out: 0 0 1
in: 251 213 101
out: 0 1 0
in: 72 148 177
out: 0 0 1
in: 57 156 64
out: 0 1 0
in: 37 153 32
out: 0 1 0
in: 183 91 166
out: 0 0 1
in: 139 2 62
out: 1 0 0
in: 176 123 132
out: 1 0 0
in: 39 194 35
out: 0 1 0
in: 221 108 129
out: 1 0 0
in: 171 10 133
out: 1 0 0
in: 168 137 123
out: 0 1 0
in: 168 122 178
out: 0 0 1
in: 217 84 40
out: 1 0 0
in: 125 219 41
out: 0 1 0
in: 10 90 174
out: 0 0 1
in: 8 250 188
out: 0 1 0
in: 70 217 245
out: 0 0 1
in: 247 122 3
out: 1 0 0
in: 64 239 114
out: 0 1 0
in: 53 52 76
out: 0 0 1
in: 237 240 10
out: 0 1 0
in: 64 36 63
out: 0 0 1
in: 232 206 136
out: 0 1 0
in: 138 26 124
out: 0 0 1
in: 158 133 24
out: 0 1 0
in: 202 50 173
out: 1 0 0
in: 191 216 46
out: 0 1 0
in: 252 240 190
out: 0 1 0
in: 80 115 133
out: 0 0 1
in: 21 203 7
out: 0 1 0
in: 65 65 238
out: 0 0 1
in: 60 6 121
out: 0 0 1
in: 186 148 61
out: 0 1 0
in: 61 204 14
out: 0 1 0
in: 13 245 6
out: 0 1 0
in: 175 205 130
out: 0 1 0
in: 126 173 112
out: 0 1 0
in: 172 245 243
out: 0 1 0
in: 66 55 69
out: 0 0 1
in: 116 144 38
out: 0 1 0
in: 173 234 36
out: 0 1 0
in: 148 24 156
out: 0 0 1
in: 122 101 228
out: 0 0 1
in: 146 220 204
out: 0 1 0
in: 177 118 90
out: 1 0 0
in: 215 153 240
out: 0 0 1
in: 217 171 190
out: 0 0 1
in: 84 58 207
out: 0 0 1
in: 89 210 102
out: 0 1 0
in: 52 142 210
out: 0 0 1
in: 4 63 69
out: 0 0 1
in: 141 10 213
out: 0 0 1
in: 47 172 98
out: 0 1 0
in: 251 40 14
out: 1 0 0
in: 36 127 32
out: 0 1 0
in: 169 55 7
out: 1 0 0
in: 158 251 214
out: 0 1 0
in: 215 22 233
out: 0 0 1
in: 198 132 153
out: 1 0 0
in: 211 35 101
out: 1 0 0
in: 135 99 191
out: 0 0 1
in: 112 27 66
out: 1 0 0
in: 88 218 117
out: 0 1 0
in: 150 12 120
out: 1 0 0
in: 15 128 57
out: 0 1 0
in: 79 45 146
out: 0 0 1
in: 197 143 205
out: 0 0 1
in: 7 119 68
out: 0 1 0
in: 53 43 185
out: 0 0 1
in: 208 104 46
out: 1 0 0
in: 132 98 134
out: 0 0 1
in: 183 14 152
out: 1 0 0
in: 95 73 175
out: 0 0 1
in: 247 88 206
out: 1 0 0
in: 48 3 24
out: 1 0 0
in: 211 251 194
out: 0 1 0
in: 224 29 113
out: 1 0 0
in: 106 82 103
out: 0 0 1
in: 106 236 227
out: 0 1 0
in: 123 215 92
out: 0 1 0
in: 30 72 6
out: 0 1 0
in: 114 238 26
out: 0 1 0
in: 46 41 129
out: 0 0 1
in: 59 7 89
out: 0 0 1
in: 207 16 41
out: 1 0 0
in: 204 229 135
out: 0 1 0
in: 17 181 97
out: 0 1 0
in: 241 234 118
out: 0 1 0
in: 75 149 223
out: 0 0 1
in: 251 66 168
out: 1 0 0
in: 61 126 20
out: 0 1 0
in: 85 15 110
out: 0 0 1
in: 179 78 15
out: 1 0 0
in: 34 97 90
out: 0 1 0
in: 136 13 181
out: 0 0 1
in: 43 107 149
out: 0 0 1
in: 22 11 219
out: 0 0 1
in: 212 43 56
out: 1 0 0
in: 235 218 247
out: 0 0 1
in: 227 206 163
out: 0 1 0
in: 58 14 5
out: 1 0 0
in: 117 254 107
out: 0 1 0
in: 90 93 137
out: 0 0 1
in: 174 29 21
out: 1 0 0
in: 204 251 224
out: 0 1 0
in: 54 78 233
out: 0 0 1
in: 129 158 35
out: 0 1 0
in: 228 192 116
out: 0 1 0
in: 222 128 156
out: 1 0 0
in: 248 72 77
out: 1 0 0
in: 187 123 157
out: 0 0 1
in: 21 120 232
out: 0 0 1
in: 118 179 243
out: 0 0 1
in: 76 232 153
out: 0 1 0
in: 250 205 93
out: 0 1 0
in: 205 11 190
out: 0 0 1
in: 210 212 210
out: 0 1 0
in: 254 50 236
out: 0 0 1
in: 192 195 109
out: 0 1 0
in: 33 237 155
out: 0 1 0
in: 94 195 222
out: 0 0 1
in: 157 244 180
out: 0 1 0
in: 209 163 236
out: 0 0 1
in: 59 76 60
out: 0 1 0
in: 162 222 1
out: 0 1 0
in: 162 89 7
out: 1 0 0
in: 90 29 47
out: 1 0 0
in: 233 1 68
out: 1 0 0
in: 96 216 133
out: 0 1 0
in: 243 146 89
out: 1 0 0
in: 9 245 190
out: 0 1 0
in: 248 225 18
out: 0 1 0
in: 18 11 244
out: 0 0 1
in: 43 192 241
out: 0 0 1
in: 205 124 35
out: 1 0 0
in: 210 155 201
out: 0 0 1
in: 244 171 72
out: 0 1 0
in: 36 185 117
out: 0 1 0
in: 72 94 78
out: 0 1 0
in: 10 199 144
out: 0 1 0
in: 4 239 156
out: 0 1 0
in: 195 233 37
out: 0 1 0
in: 197 13 153
out: 1 0 0
in: 82 215 79
out: 0 1 0
in: 75 149 144
out: 0 1 0
in: 142 100 247
out: 0 0 1
in: 253 128 148
out: 1 0 0
in: 182 135 128
out: 1 0 0
in: 150 48 240
out: 0 0 1
in: 230 232 163
out: 0 1 0
in: 16 73 208
out: 0 0 1
in: 41 109 222
out: 0 0 1
in: 20 116 24
out: 0 1 0
in: 39 174 35
out: 0 1 0
in: 200 234 35
out: 0 1 0
in: 104 5 136
out: 0 0 1
in: 192 96 21
out: 1 0 0
in: 90 198 130
out: 0 1 0
in: 19 32 211
out: 0 0 1
in: 249 154 138
out: 1 0 0
in: 164 83 41
out: 1 0 0
in: 232 58 192
out: 1 0 0
in: 9 78 36
out: 0 1 0
in: 71 45 176
out: 0 0 1
in: 108 214 119
out: 0 1 0
in: 173 12 24
out: 1 0 0
in: 197 92 60
out: 1 0 0
in: 164 246 243
out: 0 1 0
in: 71 254 52
out: 0 1 0
in: 189 34 140
out: 1 0 0
in: 186 11 30
out: 1 0 0
in: 242 170 39
out: 0 1 0
in: 207 197 29
out: 0 1 0
in: 57 20 117
out: 0 0 1
in: 169 146 253
out: 0 0 1
in: 225 239 118
out: 0 1 0
in: 12 33 196
out: 0 0 1
in: 244 180 90
out: 0 1 0
in: 49 10 45
out: 0 0 1
in: 125 95 30
out: 0 1 0
in: 241 125 35
out: 1 0 0
in: 210 1 19
out: 1 0 0
in: 132 80 134
out: 0 0 1
in: 7 221 111
out: 0 1 0
in: 218 80 242
out: 0 0 1
in: 169 233 129
out: 0 1 0
in: 155 187 174
out: 0 1 0
in: 20 245 14
out: 0 1 0
in: 136 37 14
out: 1 0 0
in: 250 80 231
out: 0 0 1
in: 13 130 85
out: 0 1 0
in: 234 241 198
out: 0 1 0
in: 251 8 149
out: 1 0 0
in: 239 173 254
out: 0 0 1
in: 29 81 75
out: 0 1 0
in: 165 168 111
out: 0 1 0
in: 196 75 157
out: 1 0 0
in: 158 172 193
out: 0 0 1
in: 21 218 29
out: 0 1 0
in: 175 8 214
out: 0 0 1
in: 209 55 156
out: 1 0 0
in: 73 87 243
out: 0 0 1
in: 221 149 136
out: 1 0 0
in: 138 194 48
out: 0 1 0
in: 228 231 186
out: 0 1 0
in: 71 59 162
out: 0 0 1
in: 58 29 211
out: 0 0 1
in: 12 147 166
out: 0 0 1
in: 143 181 11
out: 0 1 0
in: 7 111 40
out: 0 1 0
in: 158 194 20
out: 0 1 0
in: 241 78 189
out: 1 0 0
in: 182 74 69
out: 1 0 0
in: 112 210 55
out: 0 1 0
in: 232 225 37
out: 0 1 0
in: 110 214 46
out: 0 1 0
in: 87 251 100
out: 0 1 0
in: 24 197 18
out: 0 1 0
in: 81 62 85
out: 0 0 1
in: 69 62 120
out: 0 0 1
in: 60 194 85
out: 0 1 0
in: 247 202 108
out: 0 1 0
in: 0 6 226
out: 0 0 1
in: 1 184 124
out: 0 1 0
in: 242 135 109
out: 1 0 0
in: 151 71 29
out: 1 0 0
in: 176 155 5
out: 0 1 0
in: 177 121 151
out: 0 0 1
in: 170 40 208
out: 0 0 1
in: 186 67 135
out: 1 0 0
in: 55 183 126
out: 0 1 0
in: 64 248 168
out: 0 1 0
in: 143 198 146
out: 0 1 0
in: 89 243 186
out: 0 1 0
in: 99 158 107
out: 0 1 0
in: 178 74 40
out: 1 0 0
in: 204 107 155
out: 1 0 0
in: 161 63 203
out: 0 0 1
in: 210 97 206
out: 0 0 1
in: 33 247 139
out: 0 1 0
in: 10 123 129
out: 0 0 1
in: 134 49 161
out: 0 0 1
in: 32 145 239
out: 0 0 1
in: 162 230 231
out: 0 0 1
in: 163 173 174
out: 0 0 1
in: 24 66 223
out: 0 0 1
in: 194 6 162
out: 1 0 0
in: 10 220 171
out: 0 1 0
in: 214 249 49
out: 0 1 0
in: 163 76 181
out: 0 0 1
in: 227 99 173
out: 1 0 0
in: 61 75 211
out: 0 0 1
in: 107 137 234
out: 0 0 1
in: 1 134 123
out: 0 1 0
in: 166 18 94
out: 1 0 0
in: 237 147 58
out: 1 0 0
in: 217 48 136
out: 1 0 0
in: 148 146 44
out: 0 1 0
in: 95 88 186
out: 0 0 1
in: 243 151 45
out: 0 1 0
in: 194 85 112
out: 1 0 0
in: 194 216 238
out: 0 0 1
in: 192 20 254
out: 0 0 1
in: 150 207 55
out: 0 1 0
in: 116 154 64
out: 0 1 0
in: 130 115 113
out: 0 1 0
in: 113 170 201
out: 0 0 1
in: 228 70 32
out: 1 0 0
in: 25 118 13
out: 0 1 0
in: 142 137 57
out: 0 1 0
in: 242 199 52
out: 0 1 0
in: 12 207 235
out: 0 0 1
in: 127 76 243
out: 0 0 1
in: 49 247 102
out: 0 1 0
in: 107 181 32
out: 0 1 0
in: 191 140 243
out: 0 0 1
in: 94 23 21
out: 1 0 0
in: 238 181 242
out: 0 0 1
in: 153 166 241
out: 0 0 1
in: 233 93 140
out: 1 0 0
in: 226 167 98
out: 0 1 0
in: 198 120 60
out: 1 0 0
in: 192 116 29
out: 0 1 0
in: 18 157 250
out: 0 0 1
in: 189 103 203
out: 0 0 1
in: 136 37 2
out: 1 0 0
in: 210 18 63
out: 1 0 0
in: 187 97 162
out: 0 0 1
in: 99 76 17
out: 0 1 0
in: 94 57 173
out: 0 0 1
in: 253 205 33
out: 0 1 0
in: 119 190 141
out: 0 1 0
in: 44 115 42
out: 0 1 0
in: 6 106 11
out: 0 1 0
in: 37 21 4
out: 1 0 0
in: 243 183 109
out: 0 1 0
in: 6 200 227
out: 0 0 1
in: 110 230 91
out: 0 1 0
in: 53 106 55
out: 0 1 0
in: 40 184 209
out: 0 0 1
in: 196 108 170
out: 0 0 1
in: 99 47 225
out: 0 0 1
in: 87 41 225
out: 0 0 1
in: 1 109 142
out: 0 0 1
in: 59 49 112
out: 0 0 1
in: 203 81 146
out: 1 0 0
in: 128 128 176
out: 0 0 1
in: 16 102 134
out: 0 0 1
in: 150 232 134
out: 0 1 0
in: 233 41 66
out: 1 0 0
in: 117 6 38
out: 1 0 0
in: 124 133 234
out: 0 0 1
in: 216 36 116
out: 1 0 0
in: 77 129 123
out: 0 1 0
in: 183 163 47
out: 0 1 0
in: 228 29 36
out: 1 0 0
in: 122 83 67
out: 1 0 0
in: 69 113 65
out: 0 1 0
in: 120 136 152
out: 0 0 1
in: 147 74 144
out: 0 0 1
in: 32 212 193
out: 0 1 0
in: 250 164 88
out: 1 0 0
in: 16 57 17
out: 0 1 0
in: 17 152 180
out: 0 0 1
in: 211 24 26
out: 1 0 0
in: 33 235 93
out: 0 1 0
in: 62 216 97
out: 0 1 0
in: 155 105 137
out: 0 0 1
in: 140 112 24
out: 0 1 0
in: 251 65 106
out: 1 0 0
in: 129 25 198
out: 0 0 1
in: 129 36 79
out: 1 0 0
in: 177 107 38
out: 1 0 0
in: 166 108 133
out: 1 0 0
in: 0 49 33
out: 0 1 0
in: 5 241 216
out: 0 1 0
in: 129 177 86
out: 0 1 0
in: 248 100 190
out: 1 0 0
in: 185 118 118
out: 1 0 0
in: 186 106 240
out: 0 0 1
in: 234 159 249
out: 0 0 1
in: 4 211 177
out: 0 1 0
in: 159 130 62
out: 0 1 0
in: 245 189 254
out: 0 0 1
in: 168 28 48
out: 1 0 0
in: 120 218 54
out: 0 1 0
in: 222 40 249
out: 0 0 1
in: 78 237 241
out: 0 0 1
in: 125 159 30
out: 0 1 0
in: 250 253 65
out: 0 1 0
in: 113 105 169
out: 0 0 1
in: 102 4 165
out: 0 0 1
in: 220 68 91
out: 1 0 0
in: 9 37 65
out: 0 0 1
in: 63 13 231
out: 0 0 1
in: 154 48 99
out: 1 0 0
in: 76 69 201
out: 0 0 1
in: 7 116 152
out: 0 0 1
in: 1 173 67
out: 0 1 0
in: 130 9 100
out: 1 0 0
in: 238 111 229
out: 0 0 1
in: 124 182 253
out: 0 0 1
in: 211 47 78
out: 1 0 0
in: 146 249 163
out: 0 1 0
in: 209 143 239
out: 0 0 1
in: 128 88 94
out: 1 0 0
in: 107 238 141
out: 0 1 0
in: 73 63 196
out: 0 0 1
in: 166 216 57
out: 0 1 0
in: 212 206 202
out: 0 1 0
in: 117 49 43
out: 1 0 0
in: 66 75 133
out: 0 0 1
in: 163 33 140
out: 1 0 0
in: 244 174 64
out: 0 1 0
in: 77 107 0
out: 0 1 0
in: 89 172 199
out: 0 0 1
in: 144 96 137
out: 0 0 1
in: 201 237 251
out: 0 0 1
in: 138 221 158
out: 0 1 0
in: 186 133 207
out: 0 0 1
in: 171 206 36
out: 0 1 0
in: 243 91 17
out: 1 0 0
in: 130 221 154
out: 0 1 0
in: 169 250 54
out: 0 1 0
in: 200 119 31
out: 1 0 0
in: 163 246 0
out: 0 1 0
in: 239 26 76
out: 1 0 0
in: 75 28 18
out: 1 0 0
in: 72 89 93
out: 0 0 1
in: 192 42 219
out: 0 0 1
in: 138 196 244
out: 0 0 1
in: 151 171 244
out: 0 0 1
in: 36 49 151
out: 0 0 1
in: 144 92 120
out: 0 0 1
in: 166 160 90
out: 0 1 0
in: 241 71 164
out: 1 0 0
in: 85 145 179
out: 0 0 1
in: 0 28 208
out: 0 0 1
in: 242 134 119
out: 1 0 0
in: 158 217 236
out: 0 0 1
in: 147 155 15
out: 0 1 0
in: 234 89 90
out: 1 0 0
in: 53 67 131
